idMuni;ano;Mes;nomefonte;categoria;nomecategoria;origem;nomeorigem;especie;nomeespecie;rubrica;nomerubrica;alinea;nomealinea;subalinea;nomesubalinea;prevista;arrecadada
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;111000000.0;Impostos;111200000.0;111202000.0;Imposto s/ Prop. Predial e Territorial Urbana;111202010.0;Imposto s/ Prop. Territorial Urbana;  25.100.000,00;   2.239.708,43;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;111000000.0;Impostos;111200000.0;111202000.0;Imposto s/ Prop. Predial e Territorial Urbana;111202020.0;Imposto s/ Prop. Predial Urbana; 112.000.000,00;  10.188.161,30;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;111000000.0;Impostos;111200000.0;111204000.0;Imposto s/ Renda e Proventos de Qualquer Natureza;111204310.0;Imposto de Renda Retido nas Fontes s/ Rend. Trab.;  36.300.000,00;   2.363.020,76;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;111000000.0;Impostos;111200000.0;111204000.0;Imposto s/ Renda e Proventos de Qualquer Natureza;111204340.0;Imposto de Rende Retido nas Fontes s/ Outros Rend.;     100.000,00;       2.267,37;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;111000000.0;Impostos;111200000.0;111208000.0;"Imp.s/Transm. ""Inter Vivos"" Bens Imoveis";111208000.0;"Imp.s/Transm. ""Inter Vivos"" Bens Imoveis";  19.900.000,00;   1.033.708,27;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;111000000.0;Impostos;111300000.0;111305000.0;Imposto sobre Servicos de Qualquer Natureza;111305010.0;Imposto sobre Servicos de Qualquer Natureza; 135.600.000,00;  11.392.201,20;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;112000000.0;Taxas;112100000.0;112121000.0;Taxa de Controle e Fiscalizacao Ambiental;112121000.0;Taxa de Controle e Fiscalizacao Ambiental;     330.000,00;           0,00;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;112000000.0;Taxas;112100000.0;112125000.0;Taxa Licenca p/Func. Est. Com., Ind. e Prest. Serv;112125000.0;Taxa Licenca p/Func. Est. Com., Ind. e Prest. Serv;   2.800.000,00;      46.507,70;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;112000000.0;Taxas;112100000.0;112126000.0;Taxa de Publicidade Comercial;112126000.0;Taxa de Publicidade Comercial;   1.800.000,00;      21.591,19;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;112000000.0;Taxas;112100000.0;112127000.0;Taxa de Apreensao e Deposito;112127000.0;Taxa de Apreensao e Deposito;      20.000,00;           0,00;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;112000000.0;Taxas;112100000.0;112128000.0;Taxa Funcion. Estab. Horario Especial;112128000.0;Taxa Funcion. Estab. Horario Especial;     200.000,00;         775,18;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;112000000.0;Taxas;112100000.0;112129000.0;Taxa Licenca para Execucao de Obras;112129000.0;Taxa Licenca para Execucao de Obras;   1.400.000,00;     123.754,11;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;112000000.0;Taxas;112100000.0;112131000.0;Taxa Utilizacao Area de Dominio Publico;112131000.0;Taxa Utilizacao Area de Dominio Publico;     300.000,00;       1.076,52;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;112000000.0;Taxas;112100000.0;112136000.0;Taxa Apreensao, Dep. ou Liberacao de Animais;112136000.0;Taxa Apreensao, Dep. ou Liberacao de Animais;      30.000,00;         894,00;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;112000000.0;Taxas;112200000.0;112212000.0;Emolumentos e Custas Processuais Administrativas;112212001.0;Emolumentos e Custas do IPTU;   3.400.000,00;     384.306,64;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;112000000.0;Taxas;112200000.0;112212000.0;Emolumentos e Custas Processuais Administrativas;112212009.0;Outros Emulumentos e Custas Processuais Administr.;   1.400.000,00;     119.520,94;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;112000000.0;Taxas;112200000.0;112290000.0;Taxa de Limpeza Publica;112290000.0;Taxa de Limpeza Publica;  10.200.000,00;     910.178,11;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA TRIBUTARIA;113000000.0;Contribuicao de Melhoria;113000000.0;113004000.0;Contrib.Melhoria p/Pavim.e Obras Complementares;113004000.0;Contrib.Melhoria p/Pavim.e Obras Complementares;   5.000.000,00;     515.451,81;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA PATRIMONIAL;131000000.0;Receitas Imobiliarias;131100000.0;131199000.0;Outras Receitas de Alugueis;131199000.0;Outras Receitas de Alugueis;      60.000,00;           0,00;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA PATRIMONIAL;131000000.0;Receitas Imobiliarias;131200000.0;131200000.0;Arrendamentos;131200001.0;Arrendamentos do Soter;      69.000,00;       2.915,16;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA PATRIMONIAL;132000000.0;Receitas de Valores Mobiliarios;132500000.0;132501000.0;Remuneracao Depositos Recursos Vinculados;132501993.0;Rendimentos de Alienacao do Soter;       1.000,00;           0,00;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA PATRIMONIAL;132000000.0;Receitas de Valores Mobiliarios;132500000.0;132502000.0;Rendimentos Recursos Proprios;132502990.0;Remuneracao Outros Dep.Rec.nao Vinculados;   9.150.000,00;     134.904,79;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA PATRIMONIAL;133000000.0;Receita de Concessoes e Permissoes;133100000.0;133101000.0;Receita de Concessoes e Permissoes - Serv. Transp.;133101050.0;Rec. Outorga Serv. Transp. Coletivo Local e Interm;     600.000,00;      83.335,30;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA PATRIMONIAL;133000000.0;Receita de Concessoes e Permissoes;133900000.0;133999000.0;Outras Receitas de Concessoes e Permissoes;133999001.0;Concessao de Servicos de Agua e Esgoto;   2.070.000,00;     161.014,49;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA PATRIMONIAL;133000000.0;Receita de Concessoes e Permissoes;133900000.0;133999000.0;Outras Receitas de Concessoes e Permissoes;133999002.0;Concessao de Servicos Funerarios;     100.000,00;           0,00;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA PATRIMONIAL;133000000.0;Receita de Concessoes e Permissoes;133900000.0;133999000.0;Outras Receitas de Concessoes e Permissoes;133999003.0;Outorga Onerosa do Direito de Construir;     550.000,00;      29.177,08;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA PATRIMONIAL;133000000.0;Receita de Concessoes e Permissoes;133900000.0;133999000.0;Outras Receitas de Concessoes e Permissoes;133999005.0;Receita de Outorga de Servicos Funerarios;     100.000,00;           0,00;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITA INDUSTRIAL;153000000.0;Receita da Industria de Construcao;153000000.0;153000000.0;Receita da Industria de Construcao;153000000.0;Receita da Industria de Construcao;     180.000,00;           0,00;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITAS DE SERVICOS;160000000.0;RECEITAS DE SERVICOS;160000000.0;160001000.0;Servicos Comerciais;160001020.0;Serv.Comerc.Livros,Periodicos,Mat.Escol.e Public.;       1.000,00;           0,00;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITAS DE SERVICOS;160000000.0;RECEITAS DE SERVICOS;160000000.0;160013000.0;Servicos Administrativos;160013010.0;Servicos de Inscricao em Concursos Publicos;       5.000,00;           0,00;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;RECEITAS DE SERVICOS;160000000.0;RECEITAS DE SERVICOS;160000000.0;160013000.0;Servicos Administrativos;160013020.0;Servicos de Venda de Editais;      11.000,00;          25,00;
50027404.0;2010.0;1.0;RECURSOS DO TESOURO;100000000.0;RECEITAS CORRENTES;None;TRANSFERENCIAS CORRENTES;172000000.0;Transferencias Intergovernamentais;172100000.0;172101000.0;Participacao na Receita da Uniao;172101020.0;Cota-Parte do FPM; 103.016.000,00;   7.607.851,51;
